"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at: http://cait.wri.org.  Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2 emissions from fuel combustion data should be cited as CO2 Emissions from Fuel Combustion, ©OECD/IEA, 2014.",,
Country,Year,Total CO2 Emissions Excluding Land-Use Change and Forestry (MtCO2)
Zimbabwe,1997,13.7296
Afghanistan,1998,1.0332
Albania,1998,1.7103
Algeria,1998,76.1473
Angola,1998,11.7163
Antigua & Barbuda,1998,0.3334
Argentina,1998,143.3634
Armenia,1998,3.4602
Australia,1998,326.9695
Austria,1998,64.8099
Azerbaijan,1998,41.9354
"Bahamas, The",1998,1.6781
Bahrain,1998,17.3736
Bangladesh,1998,24.1692
Barbados,1998,1.1395
Belarus,1998,60.5749
Belgium,1998,124.4281
Belize,1998,0.3701
Benin,1998,1.2989
Bhutan,1998,0.3847
Bolivia,1998,8.3947
Bosnia & Herzegovina,1998,10.6102
Botswana,1998,3.67
Brazil,1998,303.6795
Brunei,1998,4.4263
Bulgaria,1998,49.7284
Burkina Faso,1998,0.861
Burundi,1998,0.2931
Cambodia,1998,1.9433
Cameroon,1998,6.8185
Canada,1998,509.1664
Cape Verde,1998,0.1539
Central African Republic,1998,0.2492
Chad,1998,0.1136
Chile,1998,55.3408
China,1998,3406.1909
Colombia,1998,69.7707
Comoros,1998,0.0733
"Congo, Dem. Rep.",1998,1.336
"Congo, Rep.",1998,3.2628
Cook Islands,1998,0.022
Costa Rica,1998,5.0523
Cote d'Ivoire,1998,5.1624
Croatia,1998,19.5132
Cuba,1998,27.0658
Cyprus,1998,6.3909
Czech Republic,1998,119.8637
Denmark,1998,59.4431
Djibouti,1998,0.392
Dominica,1998,0.0769
Dominican Republic,1998,15.318
Ecuador,1998,26.2154
Egypt,1998,112.6792
El Salvador,1998,5.7813
Equatorial Guinea,1998,1.6613
Eritrea,1998,0.612
Estonia,1998,16.1712
Ethiopia,1998,3.3437
European Union (15),1998,3242.1488
European Union (28),1998,4017.1011
Fiji,1998,0.7035
Finland,1998,57.3159
France,1998,398.5069
Gabon,1998,4.9694
"Gambia, The",1998,0.2345
Georgia,1998,4.9789
Germany,1998,877.808
Ghana,1998,6.3534
Greece,1998,87.8146
Grenada,1998,0.1759
Guatemala,1998,8.2875
Guinea,1998,1.2421
Guinea-Bissau,1998,0.1722
Guyana,1998,1.6561
Haiti,1998,1.31
Honduras,1998,4.727
Hungary,1998,58.4749
Iceland,1998,2.1486
India,1998,913.3627
Indonesia,1998,274.4075
Iran,1998,305.236
Iraq,1998,82.243
Ireland,1998,39.0066
Israel,1998,52.688
Italy,1998,439.1271
Jamaica,1998,9.6585
Japan,1998,1156.6075
Jordan,1998,14.989
Kazakhstan,1998,128.3509
Kenya,1998,7.3308
Kiribati,1998,0.033
"Korea, Dem. Rep. (North)",1998,60.0238
"Korea, Rep. (South)",1998,374.026
Kuwait,1998,43.6808
Kyrgyzstan,1998,6.0117
Laos,1998,0.7181
Latvia,1998,8.1732
Lebanon,1998,16.6825
Lesotho,1998,0.1821
Liberia,1998,0.3884
Libya,1998,42.5964
Lithuania,1998,15.552
Luxembourg,1998,7.4281
"Macedonia, FYR",1998,9.7408
Madagascar,1998,1.7404
Malawi,1998,0.8244
Malaysia,1998,105.3209
Maldives,1998,0.3334
Mali,1998,0.7621
Malta,1998,2.36
Mauritania,1998,1.0626
Mauritius,1998,1.77
Mexico,1998,366.5744
Moldova,1998,8.4166
Mongolia,1998,8.415
Montenegro,1998,
Morocco,1998,31.1133
Mozambique,1998,1.2663
Myanmar,1998,8.0632
Namibia,1998,2.0833
Nauru,1998,0.1172
Nepal,1998,2.3192
Netherlands,1998,175.4206
New Zealand,1998,28.807
Nicaragua,1998,3.5269
Niger,1998,1.0736
Nigeria,1998,77.003
Niue,1998,0.0073
Norway,1998,38.664
Oman,1998,17.3978
Pakistan,1998,95.6771
Palau,1998,0.1172
Panama,1998,5.8537
Papua New Guinea,1998,2.8616
Paraguay,1998,4.3427
Peru,1998,27.1025
Philippines,1998,75.063
Poland,1998,320.0599
Portugal,1998,57.9739
Qatar,1998,23.241
Romania,1998,100.8884
Russian Federation,1998,1429.5059
Rwanda,1998,0.4873
Saint Kitts & Nevis,1998,0.1026
Saint Lucia,1998,0.3078
Saint Vincent & Grenadines,1998,0.1612
Samoa,1998,0.1319
Sao Tome & Principe,1998,0.0476
Saudi Arabia,1998,231.9799
Senegal,1998,3.6783
Serbia,1998,56.7812
Seychelles,1998,0.4324
Sierra Leone,1998,0.3664
Singapore,1998,40.5952
Slovakia,1998,42.155
Slovenia,1998,15.6216
Solomon Islands,1998,0.1612
South Africa,1998,311.1541
Spain,1998,265.1903
Sri Lanka,1998,8.616
Sudan,1998,5.0089
Suriname,1998,2.1618
Swaziland,1998,1.2128
Sweden,1998,59.0312
Switzerland,1998,45.0754
Syria,1998,43.5999
Tajikistan,1998,2.7573
Tanzania,1998,2.7884
Thailand,1998,159.9318
Togo,1998,1.0692
Tonga,1998,0.0879
Trinidad & Tobago,1998,21.2071
Tunisia,1998,19.4508
Turkey,1998,197.2557
Turkmenistan,1998,30.5635
Uganda,1998,1.3484
Ukraine,1998,306.9546
United Arab Emirates,1998,85.8918
United Kingdom,1998,528.8445
United States,1998,5527.8655
Uruguay,1998,6.056
Uzbekistan,1998,119.2728
Vanuatu,1998,0.0843
Venezuela,1998,148.0472
Vietnam,1998,45.5817
World,1998,23721.903
Yemen,1998,11.7472
Zambia,1998,2.2559
Zimbabwe,1998,13.9696
Afghanistan,1999,0.8061
Albania,1999,2.9813
Algeria,1999,79.9153
Angola,1999,12.8107
Antigua & Barbuda,1999,0.3481
Argentina,1999,146.645
Armenia,1999,3.1029
Australia,1999,333.7733
Austria,1999,63.2416
Azerbaijan,1999,39.5434
"Bahamas, The",1999,1.6708
Bahrain,1999,17.4969
Bangladesh,1999,24.4906
Barbados,1999,1.2091
Belarus,1999,58.9679
Belgium,1999,121.0174
Belize,1999,0.6009
Benin,1999,1.4289
Bhutan,1999,0.3884
Bolivia,1999,7.8014
Bosnia & Herzegovina,1999,10.3702
Botswana,1999,3.69
Brazil,1999,314.6126
Brunei,1999,4.3026
Bulgaria,1999,44.0059
Burkina Faso,1999,0.9307
Burundi,1999,0.2858
Cambodia,1999,1.9
Cameroon,1999,6.5934
Canada,1999,518.6187
Cape Verde,1999,0.1722
Central African Republic,1999,0.2638
Chad,1999,0.1209
Chile,1999,58.3158
China,1999,3325.5182
Colombia,1999,62.3029
Comoros,1999,0.0806
"Congo, Dem. Rep.",1999,1.3406
"Congo, Rep.",1999,2.8887
Cook Islands,1999,0.0293
Costa Rica,1999,5.0696
Cote d'Ivoire,1999,7.0024
Croatia,1999,19.652
Cuba,1999,27.9324
Cyprus,1999,6.6252
Czech Republic,1999,113.7441
Denmark,1999,56.4755
Djibouti,1999,0.4214
Dominica,1999,0.0806
Dominican Republic,1999,16.1358
Ecuador,1999,20.5952
Egypt,1999,118.5934
El Salvador,1999,5.733
Equatorial Guinea,1999,2.0524
Eritrea,1999,0.652
Estonia,1999,15.0795
Ethiopia,1999,3.2888
European Union (15),1999,3223.0506
European Union (28),1999,3957.7691
Fiji,1999,0.8024
Finland,1999,56.7222
France,1999,393.056
Gabon,1999,4.8584
"Gambia, The",1999,0.2565
Georgia,1999,4.5285
Germany,1999,847.3952
Ghana,1999,6.8707
Greece,1999,87.3786
Grenada,1999,0.1942
Guatemala,1999,8.1988
Guinea,1999,1.2714
Guinea-Bissau,1999,0.1942
Guyana,1999,1.6781
Haiti,1999,1.38
Honduras,1999,4.7973
Hungary,1999,58.7039
Iceland,1999,2.106
India,1999,981.0162
Indonesia,1999,294.1188
Iran,1999,332.9825
Iraq,1999,65.381
Ireland,1999,40.6774
Israel,1999,53.9457
Italy,1999,443.5275
Jamaica,1999,9.9028
Japan,1999,1195.8929
Jordan,1999,15.0274
Kazakhstan,1999,116.6902
Kenya,1999,7.6581
Kiribati,1999,0.0293
"Korea, Dem. Rep. (North)",1999,65.6432
"Korea, Rep. (South)",1999,409.3455
Kuwait,1999,48.2047
Kyrgyzstan,1999,4.7605
Laos,1999,0.9563
Latvia,1999,7.38
Lebanon,1999,17.172
Lesotho,1999,0.1821
Liberia,1999,0.4067
Libya,1999,41.1316
Lithuania,1999,13.1234
Luxembourg,1999,7.7801
"Macedonia, FYR",1999,9.0101
Madagascar,1999,1.9236
Malawi,1999,0.9966
Malaysia,1999,113.4643
Maldives,1999,0.4653
Mali,1999,0.7951
Malta,1999,2.39
Mauritania,1999,1.1322
Mauritius,1999,2.17
Mexico,1999,359.6393
Moldova,1999,7.1256
Mongolia,1999,8.4813
Montenegro,1999,
Morocco,1999,32.7519
Mozambique,1999,1.2563
Myanmar,1999,9.1394
Namibia,1999,1.97
Nauru,1999,0.1099
Nepal,1999,3.1129
Netherlands,1999,170.7605
New Zealand,1999,30.4052
Nicaragua,1999,3.5559
Niger,1999,1.0552
Nigeria,1999,74.952
Niue,1999,0.0073
Norway,1999,40.4292
Oman,1999,20.4977
Pakistan,1999,104.5052
Palau,1999,0.1172
Panama,1999,5.1474
Papua New Guinea,1999,2.4439
Paraguay,1999,4.3527
Peru,1999,29.1889
Philippines,1999,72.6381
Poland,1999,310.7694
Portugal,1999,64.7663
Qatar,1999,25.3793
Romania,1999,86.9544
Russian Federation,1999,1470.3604
Rwanda,1999,0.513
Saint Kitts & Nevis,1999,0.1026
Saint Lucia,1999,0.3188
Saint Vincent & Grenadines,1999,0.1649
Samoa,1999,0.1392
Sao Tome & Principe,1999,0.0476
Saudi Arabia,1999,236.2448
Senegal,1999,4.0383
Serbia,1999,40.4041
Seychelles,1999,0.5056
Sierra Leone,1999,0.3517
Singapore,1999,40.9081
Slovakia,1999,41.1923
Slovenia,1999,15.0982
Solomon Islands,1999,0.1649
South Africa,1999,294.2607
Spain,1999,286.2609
Sri Lanka,1999,9.4973
Sudan,1999,5.4836
Suriname,1999,2.1508
Swaziland,1999,1.2348
Sweden,1999,57.8568
Switzerland,1999,45.1597
Syria,1999,42.8233
Tajikistan,1999,2.5447
Tanzania,1999,2.624
Thailand,1999,166.6535
Togo,1999,1.3904
Tonga,1999,0.1099
Trinidad & Tobago,1999,22.1198
Tunisia,1999,20.41
Turkey,1999,194.1679
Turkmenistan,1999,35.7235
Uganda,1999,1.407
Ukraine,1999,303.3456
United Arab Emirates,1999,87.7026
United Kingdom,1999,526.1346
United States,1999,5555.7168
Uruguay,1999,7.092
Uzbekistan,1999,121.6977
Vanuatu,1999,0.0843
Venezuela,1999,131.2178
Vietnam,1999,46.349
World,1999,23887.1723
Yemen,1999,13.1955
Zambia,1999,1.8402
Zimbabwe,1999,15.6983
Afghanistan,2000,0.7584
Albania,2000,3.1379
Algeria,2000,80.9427
Angola,2000,12.825
Antigua & Barbuda,2000,0.3444
Argentina,2000,146.025
Armenia,2000,3.5099
Australia,2000,339.6558
Austria,2000,63.5433
Azerbaijan,2000,40.5403
"Bahamas, The",2000,1.6671
Bahrain,2000,17.854
Bangladesh,2000,26.8444
Barbados,2000,1.1871
Belarus,2000,59.3897
Belgium,2000,122.3914
Belize,2000,0.6888
Benin,2000,1.5346
Bhutan,2000,0.3994
Bolivia,2000,8.1374
Bosnia & Herzegovina,2000,13.8214
Botswana,2000,3.98
Brazil,2000,326.8958
Brunei,2000,4.5472
Bulgaria,2000,43.4592
Burkina Faso,2000,1.0406
Burundi,2000,0.2931
Cambodia,2000,1.96
Cameroon,2000,6.7833
Canada,2000,539.2344
Cape Verde,2000,0.1869
Central African Republic,2000,0.2675
Chad,2000,0.1759
Chile,2000,53.9061
China,2000,3607.5575
Colombia,2000,64.8461
Comoros,2000,0.0843
"Congo, Dem. Rep.",2000,0.9343
"Congo, Rep.",2000,2.8776
Cook Islands,2000,0.0293
Costa Rica,2000,4.974
Cote d'Ivoire,2000,6.6424
Croatia,2000,19.0816
Cuba,2000,28.3055
Cyprus,2000,6.9662
Czech Republic,2000,124.4508
Denmark,2000,52.2734
Djibouti,2000,0.3627
Dominica,2000,0.1026
Dominican Republic,2000,17.3894
Ecuador,2000,22.4743
Egypt,2000,116.0745
El Salvador,2000,5.7413
Equatorial Guinea,2000,2.1286
Eritrea,2000,0.632
Estonia,2000,14.7949
Ethiopia,2000,3.6897
European Union (15),2000,3248.5943
European Union (28),2000,3975.71
Fiji,2000,0.8647
Finland,2000,55.9272
France,2000,388.7157
Gabon,2000,4.7075
"Gambia, The",2000,0.2748
Georgia,2000,4.7822
Germany,2000,845.2038
Ghana,2000,6.041
Greece,2000,95.1354
Grenada,2000,0.1905
Guatemala,2000,9.4383
Guinea,2000,1.2787
Guinea-Bissau,2000,0.1466
Guyana,2000,1.6085
Haiti,2000,1.41
Honduras,2000,5.0812
Hungary,2000,55.8561
Iceland,2000,2.2233
India,2000,1029.8078
Indonesia,2000,295.4044
Iran,2000,346.3101
Iraq,2000,75.0093
Ireland,2000,42.4344
Israel,2000,58.0233
Italy,2000,445.4372
Jamaica,2000,9.9801
Japan,2000,1211.0103
Jordan,2000,15.6754
Kazakhstan,2000,115.789
Kenya,2000,8.3716
Kiribati,2000,0.033
"Korea, Dem. Rep. (North)",2000,70.8637
"Korea, Rep. (South)",2000,463.2617
Kuwait,2000,50.6202
Kyrgyzstan,2000,4.6492
Laos,2000,0.971
Latvia,2000,6.82
Lebanon,2000,15.5196
Lesotho,2000,0.2118
Liberia,2000,0.436
Libya,2000,42.9064
Lithuania,2000,11.4758
Luxembourg,2000,8.3737
"Macedonia, FYR",2000,8.7031
Madagascar,2000,1.8686
Malawi,2000,0.9087
Malaysia,2000,123.4548
Maldives,2000,0.4983
Mali,2000,0.8207
Malta,2000,2.11
Mauritania,2000,1.1725
Mauritius,2000,2.4
Mexico,2000,376.2724
Moldova,2000,6.6099
Mongolia,2000,8.8576
Montenegro,2000,
Morocco,2000,33.4577
Mozambique,2000,1.4556
Myanmar,2000,9.7196
Namibia,2000,1.92
Nauru,2000,0.1026
Nepal,2000,3.2102
Netherlands,2000,174.0167
New Zealand,2000,31.4992
Nicaragua,2000,3.7838
Niger,2000,0.7951
Nigeria,2000,76.6082
Niue,2000,0.0073
Norway,2000,35.7827
Oman,2000,22.354
Pakistan,2000,104.1617
Palau,2000,0.1172
Panama,2000,5.4127
Papua New Guinea,2000,2.6637
Paraguay,2000,3.5724
Peru,2000,28.694
Philippines,2000,73.3977
Poland,2000,298.4165
Portugal,2000,64.3552
Qatar,2000,24.5746
Romania,2000,90.0591
Russian Federation,2000,1512.8636
Rwanda,2000,0.5276
Saint Kitts & Nevis,2000,0.1026
Saint Lucia,2000,0.3298
Saint Vincent & Grenadines,2000,0.1466
Samoa,2000,0.1392
Sao Tome & Principe,2000,0.0476
Saudi Arabia,2000,246.3221
Senegal,2000,4.2268
Serbia,2000,43.5652
Seychelles,2000,0.5569
Sierra Leone,2000,0.425
Singapore,2000,44.9716
Slovakia,2000,38.8869
Slovenia,2000,14.7385
Solomon Islands,2000,0.1649
South Africa,2000,301.3413
Spain,2000,302.9325
Sri Lanka,2000,10.922
Sudan,2000,5.8733
Suriname,2000,2.1251
Swaziland,2000,1.1871
Sweden,2000,54.0327
Switzerland,2000,44.3296
Syria,2000,42.7741
Tajikistan,2000,2.1956
Tanzania,2000,3.044
Thailand,2000,167.4468
Togo,2000,1.2881
Tonga,2000,0.0953
Trinidad & Tobago,2000,22.9046
Tunisia,2000,21.5521
Turkey,2000,218.6434
Turkmenistan,2000,36.7835
Uganda,2000,1.5316
Ukraine,2000,294.6054
United Arab Emirates,2000,90.9796
United Kingdom,2000,533.8217
United States,2000,5747.8546
Uruguay,2000,5.6081
Uzbekistan,2000,119.7851
Vanuatu,2000,0.0806
Venezuela,2000,140.3458
Vietnam,2000,51.3587
World,2000,24758.1186
Yemen,2000,13.9062
Zambia,2000,1.8905
Zimbabwe,2000,13.5983
Afghanistan,2001,0.6229
Albania,2001,3.2
Algeria,2001,77.1518
Angola,2001,13.4909
Antigua & Barbuda,2001,0.3444
Argentina,2001,135.5755
Armenia,2001,3.5902
Australia,2001,346.0988
Austria,2001,67.7243
Azerbaijan,2001,39.2415
"Bahamas, The",2001,1.5682
Bahrain,2001,18.404
Bangladesh,2001,31.5452
Barbados,2001,1.2201
Belarus,2001,58.5677
Belgium,2001,123.4751
Belize,2001,0.7108
Benin,2001,1.8446
Bhutan,2001,0.3884
Bolivia,2001,7.658
Bosnia & Herzegovina,2001,13.6417
Botswana,2001,3.68
Brazil,2001,332.995
Brunei,2001,4.4236
Bulgaria,2001,46.1006
Burkina Faso,2001,0.9966
Burundi,2001,0.2088
Cambodia,2001,2.14
Cameroon,2001,6.4196
Canada,2001,530.506
Cape Verde,2001,0.2088
Central African Republic,2001,0.2455
Chad,2001,0.1722
Chile,2001,52.0557
China,2001,3725.5473
Colombia,2001,63.5615
Comoros,2001,0.0879
"Congo, Dem. Rep.",2001,0.8089
"Congo, Rep.",2001,2.9866
Cook Islands,2001,0.033
Costa Rica,2001,5.4572
Cote d'Ivoire,2001,6.5724
Croatia,2001,20.1358
Cuba,2001,27.4216
Cyprus,2001,6.8415
Czech Republic,2001,123.9797
Denmark,2001,53.4056
Djibouti,2001,0.3261
Dominica,2001,0.1136
Dominican Republic,2001,17.2067
Ecuador,2001,23.6029
Egypt,2001,126.9231
El Salvador,2001,6.1362
Equatorial Guinea,2001,2.4507
Eritrea,2001,0.692
Estonia,2001,15.2815
Ethiopia,2001,4.537
European Union (15),2001,3311.5529
European Union (28),2001,4048.833
Fiji,2001,1.1139
Finland,2001,61.0695
France,2001,395.1955
Gabon,2001,4.5947
"Gambia, The",2001,0.2821
Georgia,2001,3.6585
Germany,2001,861.7905
Ghana,2001,6.5153
Greece,2001,96.943
Grenada,2001,0.1942
Guatemala,2001,9.8566
Guinea,2001,1.2971
Guinea-Bissau,2001,0.1502
Guyana,2001,1.5938
Haiti,2001,1.6426
Honduras,2001,5.8895
Hungary,2001,57.3034
Iceland,2001,2.1523
India,2001,1048.1703
Indonesia,2001,315.6949
Iran,2001,357.3221
Iraq,2001,77.7693
Ireland,2001,45.0784
Israel,2001,58.5813
Italy,2001,448.6632
Jamaica,2001,10.0468
Japan,2001,1194.5759
Jordan,2001,15.8128
Kazakhstan,2001,112.6138
Kenya,2001,7.7659
Kiribati,2001,0.0256
"Korea, Dem. Rep. (North)",2001,73.4321
"Korea, Rep. (South)",2001,478.0038
Kuwait,2001,54.4472
Kyrgyzstan,2001,3.9645
Laos,2001,0.9013
Latvia,2001,7.23
Lebanon,2001,16.75
Lesotho,2001,0.2113
Liberia,2001,0.502
Libya,2001,44.5708
Lithuania,2001,12.2738
Luxembourg,2001,8.9827
"Macedonia, FYR",2001,8.8651
Madagascar,2001,1.7367
Malawi,2001,0.9013
Malaysia,2001,130.0683
Maldives,2001,0.5752
Mali,2001,0.8281
Malta,2001,2.46
Mauritania,2001,1.2824
Mauritius,2001,2.53
Mexico,2001,374.0975
Moldova,2001,6.9089
Mongolia,2001,8.833
Montenegro,2001,
Morocco,2001,36.983
Mozambique,2001,1.4419
Myanmar,2001,8.5623
Namibia,2001,2.41
Nauru,2001,0.0953
Nepal,2001,3.4429
Netherlands,2001,179.9203
New Zealand,2001,33.4501
Nicaragua,2001,3.9465
Niger,2001,0.7621
Nigeria,2001,86.6179
Niue,2001,0.0073
Norway,2001,36.588
Oman,2001,25.3674
Pakistan,2001,105.8513
Palau,2001,0.1832
Panama,2001,6.3104
Papua New Guinea,2001,3.206
Paraguay,2001,3.7024
Peru,2001,26.7422
Philippines,2001,71.5424
Poland,2001,295.5293
Portugal,2001,63.8936
Qatar,2001,26.3554
Romania,2001,94.5449
Russian Federation,2001,1515.6909
Rwanda,2001,0.5276
Saint Kitts & Nevis,2001,0.1832
Saint Lucia,2001,0.3627
Saint Vincent & Grenadines,2001,0.1795
Samoa,2001,0.1429
Sao Tome & Principe,2001,0.0513
Saudi Arabia,2001,251.9589
Senegal,2001,4.6458
Serbia,2001,45.8655
Seychelles,2001,0.6339
Sierra Leone,2001,0.5679
Singapore,2001,44.9804
Slovakia,2001,40.0539
Slovenia,2001,15.5456
Solomon Islands,2001,0.1722
South Africa,2001,287.0942
Spain,2001,305.7186
Sri Lanka,2001,10.8533
Sudan,2001,6.4253
Suriname,2001,2.2717
Swaziland,2001,1.1395
Sweden,2001,53.539
Switzerland,2001,45.3376
Syria,2001,42.737
Tajikistan,2001,2.1466
Tanzania,2001,3.237
Thailand,2001,176.7685
Togo,2001,1.2094
Tonga,2001,0.0879
Trinidad & Tobago,2001,25.2055
Tunisia,2001,22.2622
Turkey,2001,197.4086
Turkmenistan,2001,37.9135
Uganda,2001,1.6195
Ukraine,2001,299.2409
United Arab Emirates,2001,90.2373
United Kingdom,2001,546.1535
United States,2001,5728.176
Uruguay,2001,5.2356
Uzbekistan,2001,121.2332
Vanuatu,2001,0.0879
Venezuela,2001,143.7598
Vietnam,2001,57.47
World,2001,24999.0583
Yemen,2001,15.1238
Zambia,2001,1.9063
Zimbabwe,2001,13.7594
Afghanistan,2002,0.8904
Albania,2002,3.67
Algeria,2002,82.8558
Angola,2002,14.3113
Antigua & Barbuda,2002,0.3627
Argentina,2002,127.8437
Armenia,2002,3.0659
Australia,2002,350.7344
Austria,2002,69.3129
Azerbaijan,2002,39.0279
"Bahamas, The",2002,1.5755
Bahrain,2002,19.213
Bangladesh,2002,32.6315
Barbados,2002,1.2274
Belarus,2002,60.0909
Belgium,2002,116.0271
Belize,2002,0.3664
Benin,2002,2.1246
Bhutan,2002,0.4177
Bolivia,2002,8.2662
Bosnia & Herzegovina,2002,14.4443
Botswana,2002,3.83
Brazil,2002,331.49
Brunei,2002,4.4909
Bulgaria,2002,43.2962
Burkina Faso,2002,1.0039
Burundi,2002,0.2125
Cambodia,2002,2.2
Cameroon,2002,6.3045
Canada,2002,537.0622
Cape Verde,2002,0.2455
Central African Republic,2002,0.2455
Chad,2002,0.1685
Chile,2002,53.0381
China,2002,3966.6604
Colombia,2002,61.3179
Comoros,2002,0.0916
"Congo, Dem. Rep.",2002,0.9019
"Congo, Rep.",2002,2.7756
Cook Islands,2002,0.0293
Costa Rica,2002,5.5772
Cote d'Ivoire,2002,6.6924
Croatia,2002,21.2318
Cuba,2002,26.2516
Cyprus,2002,7.0281
Czech Republic,2002,119.9748
Denmark,2002,53.5118
Djibouti,2002,0.4067
Dominica,2002,0.1026
Dominican Republic,2002,19.0606
Ecuador,2002,24.1932
Egypt,2002,133.6769
El Salvador,2002,6.2195
Equatorial Guinea,2002,2.9708
Eritrea,2002,0.682
Estonia,2002,14.8408
Ethiopia,2002,4.707
European Union (15),2002,3302.1811
European Union (28),2002,4021.3584
Fiji,2002,0.8391
Finland,2002,63.5972
France,2002,387.924
Gabon,2002,4.3482
"Gambia, The",2002,0.3151
Georgia,2002,3.0822
Germany,2002,848.6514
Ghana,2002,7.7153
Greece,2002,96.9855
Grenada,2002,0.2052
Guatemala,2002,10.5166
Guinea,2002,1.3227
Guinea-Bissau,2002,0.1539
Guyana,2002,1.5792
Haiti,2002,1.8729
Honduras,2002,6.1682
Hungary,2002,56.6257
Iceland,2002,2.2303
India,2002,1084.5234
Indonesia,2002,322.4612
Iran,2002,375.3693
Iraq,2002,82.1333
Ireland,2002,44.1961
Israel,2002,61.2127
Italy,2002,455.7895
Jamaica,2002,10.2078
Japan,2002,1228.8536
Jordan,2002,16.8634
Kazakhstan,2002,121.9869
Kenya,2002,7.5991
Kiribati,2002,0.0403
"Korea, Dem. Rep. (North)",2002,70.3427
"Korea, Rep. (South)",2002,473.7932
Kuwait,2002,57.4121
Kyrgyzstan,2002,4.9538
Laos,2002,1.1761
Latvia,2002,7.3482
Lebanon,2002,16.6816
Lesotho,2002,0.2113
Liberia,2002,0.502
Libya,2002,46.3528
Lithuania,2002,12.3604
Luxembourg,2002,9.6427
"Macedonia, FYR",2002,8.3304
Madagascar,2002,1.2348
Malawi,2002,0.883
Malaysia,2002,139.1396
Maldives,2002,0.6888
Mali,2002,0.8464
Malta,2002,2.29
Mauritania,2002,1.352
Mauritius,2002,2.58
Mexico,2002,379.3731
Moldova,2002,7.0702
Mongolia,2002,9.4733
Montenegro,2002,
Morocco,2002,38.212
Mozambique,2002,1.6155
Myanmar,2002,8.5678
Namibia,2002,2.08
Nauru,2002,0.0916
Nepal,2002,2.7829
Netherlands,2002,180.0768
New Zealand,2002,33.4568
Nicaragua,2002,4.0848
Niger,2002,0.8134
Nigeria,2002,87.8652
Niue,2002,0.011
Norway,2002,36.0901
Oman,2002,27.0648
Pakistan,2002,108.2613
Palau,2002,0.1832
Panama,2002,5.5437
Papua New Guinea,2002,3.4845
Paraguay,2002,3.7835
Peru,2002,28.0168
Philippines,2002,73.2815
Poland,2002,284.8857
Portugal,2002,67.6321
Qatar,2002,30.443
Romania,2002,94.0386
Russian Federation,2002,1514.7774
Rwanda,2002,0.5313
Saint Kitts & Nevis,2002,0.1979
Saint Lucia,2002,0.3261
Saint Vincent & Grenadines,2002,0.1869
Samoa,2002,0.1429
Sao Tome & Principe,2002,0.0586
Saudi Arabia,2002,268.9526
Senegal,2002,4.7744
Serbia,2002,49.3845
Seychelles,2002,0.5386
Sierra Leone,2002,0.6046
Singapore,2002,44.8489
Slovakia,2002,39.5605
Slovenia,2002,15.6962
Solomon Islands,2002,0.1722
South Africa,2002,298.3161
Spain,2002,322.8576
Sri Lanka,2002,11.3756
Sudan,2002,7.8726
Suriname,2002,2.257
Swaziland,2002,1.1248
Sweden,2002,55.3154
Switzerland,2002,44.3496
Syria,2002,45.0254
Tajikistan,2002,2.1313
Tanzania,2002,3.693
Thailand,2002,193.7545
Togo,2002,1.2894
Tonga,2002,0.1026
Trinidad & Tobago,2002,26.4724
Tunisia,2002,22.2711
Turkey,2002,208.4887
Turkmenistan,2002,39.7335
Uganda,2002,1.6671
Ukraine,2002,302.5077
United Arab Emirates,2002,100.5838
United Kingdom,2002,530.6608
United States,2002,5656.2335
Uruguay,2002,4.7483
Uzbekistan,2002,126.1632
Vanuatu,2002,0.0843
Venezuela,2002,141.6557
Vietnam,2002,68.0835
World,2002,25439.4626
Yemen,2002,15.2068
Zambia,2002,1.9736
Zimbabwe,2002,12.3504
Afghanistan,2003,1.0369
Albania,2003,4.1295
Algeria,2003,86.2931
Angola,2003,18.688
Antigua & Barbuda,2003,0.3884
